0,0,0
12,0,0
24,0,0
36,12,0.461538
48,8,0.307692
60,12,0.461538
72,9,0.346154
84,10,0.384615
96,8,0.307692
108,8,0.307692
120,10,0.384615
132,11,0.423077
144,6,0.230769
156,1,0.0384615
168,8,0.307692
180,7,0.269231
192,8,0.307692
204,4,0.153846
216,8,0.307692
228,6,0.230769
240,4,0.153846
252,0,0
264,0,0
276,1,0.0384615
288,0,0
300,0,0
312,0,0
324,3,0.115385
336,3,0.115385
348,3,0.115385
360,2,0.0769231
372,3,0.115385
384,4,0.153846
396,3,0.115385
408,3,0.115385
420,3,0.115385
432,3,0.115385
444,3,0.115385
456,4,0.153846
468,2,0.0769231
480,1,0.0384615
492,2,0.0769231
504,2,0.0769231
516,1,0.0384615
528,1,0.0384615
540,1,0.0384615
552,2,0.0769231
564,1,0.0384615
576,1,0.0384615
588,4,0.153846
600,4,0.153846
612,4,0.153846
624,1,0.0384615
636,2,0.0769231
648,1,0.0384615
660,2,0.0769231
672,2,0.0769231
684,2,0.0769231
696,2,0.0769231
708,1,0.0384615
720,2,0.0769231
732,2,0.0769231
744,2,0.0769231
756,2,0.0769231
768,2,0.0769231
780,2,0.0769231
792,2,0.0769231
804,2,0.0769231
816,2,0.0769231
828,1,0.0384615
840,1,0.0384615
852,1,0.0384615
864,1,0.0384615
876,1,0.0384615
888,1,0.0384615
900,6,0.230769
912,5,0.192308
924,6,0.230769
936,5,0.192308
948,3,0.115385
960,2,0.0769231
972,0,0
984,0,0
996,0,0
1008,0,0
1020,1,0.0384615
1032,1,0.0384615
1044,4,0.153846
1056,4,0.153846
1068,5,0.192308
1080,1,0.0384615
1092,3,0.115385
1104,3,0.115385
1116,2,0.0769231
1128,2,0.0769231
1140,1,0.0384615
1152,2,0.0769231
1164,3,0.115385
1176,9,0.346154
1188,5,0.192308
1200,8,0.307692
1212,4,0.153846
1224,4,0.153846
1236,5,0.192308
1248,1,0.0384615
1260,2,0.0769231
1272,1,0.0384615
1284,0,0
1296,0,0
1308,0,0
1320,0,0
1332,2,0.0769231
1344,5,0.192308
1356,5,0.192308
1368,9,0.346154
1380,4,0.153846
1392,2,0.0769231
1404,5,0.192308
1416,4,0.153846
1428,3,0.115385
1440,0,0
1452,0,0
1464,4,0.153846
1476,4,0.153846
1488,8,0.307692
1500,8,0.307692
1512,8,0.307692
1524,8,0.307692
1536,3,0.115385
1548,6,0.230769
1560,5,0.192308
1572,5,0.192308
1584,5,0.192308
1596,8,0.307692
1608,5,0.192308
1620,3,0.115385
1632,4,0.153846
1644,4,0.153846
1656,3,0.115385
1668,2,0.0769231
1680,4,0.153846
1692,3,0.115385
1704,7,0.269231
1716,3,0.115385
1728,6,0.230769
1740,4,0.153846
1752,4,0.153846
1764,4,0.153846
1776,5,0.192308
1788,5,0.192308
1800,1,0.0384615
1812,1,0.0384615
1824,1,0.0384615
1836,0,0
1848,1,0.0384615
1860,2,0.0769231
1872,0,0
1884,3,0.115385
1896,4,0.153846
1908,3,0.115385
1920,4,0.153846
1932,4,0.153846
1944,4,0.153846
1956,4,0.153846
1968,4,0.153846
1980,4,0.153846
1992,5,0.192308
2004,5,0.192308
2016,6,0.230769
2028,5,0.192308
2040,3,0.115385
2052,3,0.115385
2064,4,0.153846
2076,4,0.153846
2088,1,0.0384615
2100,2,0.0769231
2112,2,0.0769231
2124,1,0.0384615
2136,1,0.0384615
2148,2,0.0769231
2160,1,0.0384615
2172,0,0
2184,1,0.0384615
2196,4,0.153846
2208,5,0.192308
2220,0,0
2232,0,0
2244,2,0.0769231
2256,3,0.115385
2268,0,0
2280,3,0.115385
2292,3,0.115385
2304,3,0.115385
2316,3,0.115385
2328,3,0.115385
2340,2,0.0769231
2352,2,0.0769231
2364,2,0.0769231
2376,2,0.0769231
2388,1,0.0384615
2400,1,0.0384615
2412,2,0.0769231
2424,4,0.153846
2436,4,0.153846
2448,4,0.153846
2460,5,0.192308
2472,8,0.307692
2484,9,0.346154
2496,3,0.115385
2508,8,0.307692
2520,9,0.346154
2532,0,0
2544,1,0.0384615
2556,1,0.0384615
2568,1,0.0384615
2580,1,0.0384615
2592,1,0.0384615
2604,1,0.0384615
2616,2,0.0769231
2628,1,0.0384615
2640,4,0.153846
2652,6,0.230769
2664,4,0.153846
2676,6,0.230769
2688,6,0.230769
2700,4,0.153846
2712,3,0.115385
2724,2,0.0769231
2736,1,0.0384615
2748,2,0.0769231
2760,2,0.0769231
2772,0,0
2784,1,0.0384615
2796,0,0
2808,1,0.0384615
2820,10,0.384615
2832,9,0.346154
2844,10,0.384615
2856,9,0.346154
2868,2,0.0769231
2880,2,0.0769231
2892,1,0.0384615
2904,1,0.0384615
2916,1,0.0384615
2928,1,0.0384615
2940,1,0.0384615
2952,1,0.0384615
2964,2,0.0769231
2976,0,0
2988,4,0.153846
3000,5,0.192308
3012,4,0.153846
3024,4,0.153846
3036,5,0.192308
3048,4,0.153846
3060,3,0.115385
3072,6,0.230769
3084,4,0.153846
3096,5,0.192308
3108,5,0.192308
3120,5,0.192308
3132,5,0.192308
3144,5,0.192308
3156,6,0.230769
3168,6,0.230769
3180,3,0.115385
3192,3,0.115385
3204,6,0.230769
3216,7,0.269231
3228,5,0.192308
3240,6,0.230769
3252,5,0.192308
3264,6,0.230769
3276,4,0.153846
3288,3,0.115385
3300,5,0.192308
3312,4,0.153846
3324,10,0.384615
3336,7,0.269231
3348,10,0.384615
3360,10,0.384615
3372,10,0.384615
3384,10,0.384615
3396,8,0.307692
3408,8,0.307692
3420,8,0.307692
3432,7,0.269231
3444,5,0.192308
3456,0,0
3468,0,0
3480,0,0
3492,0,0
3504,1,0.0384615
3516,0,0
3528,6,0.230769
3540,5,0.192308
3552,7,0.269231
3564,3,0.115385
3576,6,0.230769
3588,4,0.153846
3600,3,0.115385
3612,4,0.153846
3624,3,0.115385
3636,8,0.307692
3648,8,0.307692
3660,8,0.307692
3672,8,0.307692
3684,7,0.269231
3696,8,0.307692
3708,10,0.384615
3720,10,0.384615
3732,10,0.384615
3744,10,0.384615
3756,4,0.153846
3768,2,0.0769231
3780,4,0.153846
3792,4,0.153846
3804,6,0.230769
3816,6,0.230769
3828,5,0.192308
3840,6,0.230769
3852,6,0.230769
3864,3,0.115385
3876,3,0.115385
3888,3,0.115385
3900,3,0.115385
3912,4,0.153846
3924,1,0.0384615
3936,2,0.0769231
3948,1,0.0384615
3960,2,0.0769231
3972,2,0.0769231
3984,3,0.115385
3996,2,0.0769231
4008,1,0.0384615
4020,0,0
4032,0,0
4044,0,0
4056,0,0
4068,0,0
4080,0,0
4092,0,0
4104,0,0
4116,0,0
4128,0,0
4140,0,0
4152,0,0
4164,0,0
4176,0,0
4188,0,0
4200,0,0
4212,0,0
4224,0,0
4236,0,0
4248,0,0
4260,0,0
4272,0,0
4284,0,0
4296,0,0
4308,0,0
4320,0,0
4332,0,0
4344,0,0
4356,0,0
4368,0,0
4380,0,0
4392,0,0
4404,0,0
4416,0,0
4428,0,0
4440,0,0
4452,0,0
4464,0,0
4476,0,0
4488,0,0
4500,0,0
4512,0,0
4524,0,0
4536,0,0
4548,0,0
4560,0,0
4572,0,0
4584,0,0
4596,0,0
4608,0,0
4620,0,0
4632,0,0
4644,0,0
4656,0,0
4668,0,0
4680,0,0
4692,0,0
4704,0,0
4716,0,0
4728,0,0
4740,0,0
4752,0,0
4764,0,0
4776,0,0
4788,0,0
4800,0,0
4812,0,0
4824,0,0
4836,0,0
4848,0,0
4860,0,0
4872,0,0
4884,0,0
4896,0,0
4908,0,0
4920,0,0
4932,0,0
4944,0,0
4956,0,0
4968,0,0
4980,0,0
4992,0,0
5004,0,0
5016,1,0.0384615
5028,0,0
5040,1,0.0384615
5052,0,0
5064,0,0
5076,0,0
5088,0,0
5100,0,0
5112,0,0
5124,0,0
5136,0,0
5148,0,0
5160,0,0
5172,0,0
5184,0,0
5196,0,0
5208,0,0
5220,0,0
5232,10,0.384615
5244,8,0.307692
5256,8,0.307692
5268,9,0.346154
5280,9,0.346154
5292,8,0.307692
5304,7,0.269231
5316,6,0.230769
5328,6,0.230769
5340,3,0.115385
5352,6,0.230769
5364,6,0.230769
5376,4,0.153846
5388,6,0.230769
5400,6,0.230769
5412,7,0.269231
5424,6,0.230769
5436,6,0.230769
5448,5,0.192308
5460,7,0.269231
5472,7,0.269231
5484,6,0.230769
5496,6,0.230769
5508,6,0.230769
5520,4,0.153846
5532,4,0.153846
5544,3,0.115385
5556,4,0.153846
5568,4,0.153846
5580,4,0.153846
5592,5,0.192308
5604,6,0.230769
5616,6,0.230769
5628,6,0.230769
5640,3,0.115385
5652,3,0.115385
5664,6,0.230769
5676,3,0.115385
5688,2,0.0769231
5700,4,0.153846
5712,4,0.153846
5724,4,0.153846
5736,2,0.0769231
5748,3,0.115385
5760,4,0.153846
5772,5,0.192308
5784,3,0.115385
5796,2,0.0769231
5808,3,0.115385
5820,3,0.115385
5832,3,0.115385
5844,3,0.115385
5856,3,0.115385
5868,1,0.0384615
5880,0,0
5892,0,0
5904,0,0
5916,0,0
5928,2,0.0769231
5940,0,0
5952,0,0
5964,0,0
5976,0,0
5988,4,0.153846
6000,2,0.0769231
6012,0,0
6024,0,0
6036,0,0
6048,2,0.0769231
6060,0,0
6072,1,0.0384615
6084,2,0.0769231
6096,1,0.0384615
6108,3,0.115385
6120,3,0.115385
6132,0,0
6144,0,0
6156,0,0
6168,1,0.0384615
6180,0,0
6192,0,0
6204,1,0.0384615
6216,1,0.0384615
6228,0,0
6240,0,0
6252,0,0
6264,0,0
6276,0,0
6288,0,0
6300,0,0
6312,0,0
6324,0,0
6336,0,0
6348,0,0
6360,0,0
6372,0,0
6384,0,0
6396,0,0
6408,0,0
6420,0,0
6432,0,0
6444,0,0
6456,0,0
6468,0,0
6480,0,0
6492,0,0
6504,0,0
6516,0,0
6528,0,0
6540,1,0.0384615
